,imagename,red,green,blue,aro,val,exp
1709,251624,215,215,215,0.479351,-0.726928,5
1710,91147,0,1,0,0.746032,-0.134921,4
1711,277403,116,116,116,0.795407,-0.121155,4
1712,130633,208,200,163,0.767822,-0.154973,4
1713,337137,22,18,7,0.0,0.0238095,0
1714,251262,235,186,58,0.763801,-0.147493,4
1715,404544,5,0,0,0.289517,-0.730274,5
1716,353059,84,84,84,0.801953,-0.473202,6
1717,60072,109,102,83,0.587302,0.174603,3
1718,3005,135,146,142,0.00862664,0.219979,0
1719,349175,247,240,232,0.525855,-0.423605,6
1720,72696,26,25,20,0.412698,-0.904762,5
1721,328054,36,22,11,0.65331,-0.0532327,4
1722,268363,247,230,200,0.857143,-0.142857,4
1723,316068,109,80,84,0.648471,-0.648471,7
1724,100044,68,68,66,0.391986,-0.7259,5
1725,289563,50,42,29,0.647539,-0.532975,7
1726,178073,3,3,1,0.561363,-0.750097,5
1727,55853,73,75,70,0.603175,0.150794,3
1728,111284,181,172,173,0.329075,-0.851723,5
1729,5639,17,13,14,0.745257,-0.0483933,4
1730,104945,230,211,179,0.508069,-0.597729,5
1731,71224,14,15,19,0.834373,-0.0805781,4
1732,339480,65,50,45,0.750097,-0.150019,4
1733,98343,171,171,171,0.785714,-0.404762,6
1734,96864,0,0,0,-0.416183,-0.716221,2
1735,208222,17,17,15,-0.130662,-0.459737,2
1736,253212,129,105,71,0.774293,-0.396825,6
1737,302892,217,213,202,0.746032,-0.0793651,4
1738,164763,118,111,103,0.13169,0.505689,1
1739,356067,158,157,162,0.797964,-0.396825,6
1740,339288,241,242,244,0.00864229,0.321925,1
1741,110309,191,93,32,-0.198413,-0.436508,2
1742,45735,196,196,196,0.650794,-0.642857,7
1743,195875,115,118,127,-0.198413,-0.365079,2
1744,356501,151,134,127,0.753968,-0.380952,6
1745,289310,64,51,61,0.777778,0.611111,3
1746,179306,3,5,2,0.764615,-0.150019,4
1747,51578,239,232,178,0.029036,-0.793651,4
1748,244252,0,67,99,0.474083,-0.705858,6
1749,200023,110,84,71,0.314557,-0.372629,6
1750,285341,27,23,14,0.543561,-0.378962,6
1751,291783,167,167,167,0.801587,-0.047619,3
1752,164655,63,77,80,-0.314557,-0.556523,2
1753,9070,108,108,96,-0.28445,-0.690055,2
1754,118108,199,198,196,0.31746,-0.595238,6
1755,70520,0,78,108,-0.0677507,-0.0532327,0
1756,97132,211,197,188,-0.483969,-0.846945,2
1757,412358,231,234,239,0.301587,-0.555556,6
1758,277852,88,68,35,0.172034,0.50234,1
1759,166685,113,76,60,0.648471,-0.633953,7
1760,239378,6,4,5,0.706349,-0.357143,6
1761,407624,36,37,42,0.126422,0.489886,1
1762,122387,20,20,12,0.745257,-0.0967867,4
1763,2643,30,16,7,0.349379,0.237233,3
1764,9703,247,255,232,0.996903,-0.0338753,4
1765,283952,105,218,252,0.460317,-0.753968,5
1766,341203,82,49,34,0.489886,-0.763801,5
1767,9805,249,247,250,0.599551,0.159593,3
1768,25922,33,32,30,0.503088,0.413429,3
1769,170384,0,3,3,0.277778,-0.587302,6
1770,25213,134,88,36,0.488145,-0.597729,5
1771,134884,72,78,78,-0.34127,-0.523809,2
1772,304548,255,252,250,0.655625,-0.603865,7
1773,98785,160,186,76,0.0919473,0.575881,1
1774,393918,30,24,24,0.392631,-0.410249,6
1775,211457,177,175,178,0.68254,0.142857,3
1776,398375,60,58,43,-0.231181,-0.330568,2
1777,332805,231,200,153,0.0215666,0.0646998,0
1778,320351,87,54,35,0.648471,0.271003,3
1779,239139,191,194,173,-0.00783208,0.0,0
1780,161917,242,241,246,-0.1294,-0.392512,2
1781,122953,18,8,0,0.126984,0.380952,1
1782,54662,59,27,14,-0.147493,0.321323,0
1783,69353,87,79,77,0.119048,0.436508,1
1784,155053,177,143,115,-0.363464,0.0895491,0
1785,245025,255,207,174,-0.440407,-0.130746,0
1786,247439,166,158,181,0.0774293,0.769454,1
1787,196863,219,188,157,0.189786,0.819531,1
1788,71573,43,43,43,0.928571,-0.0634921,4
1789,1212,4,6,29,0.744991,0.322158,3
1790,167150,35,36,31,0.00862664,0.685818,1
1791,328833,7,0,2,0.058072,0.464576,1
1792,10099,0,0,0,0.497627,-0.74644,5
1793,176199,68,79,73,0.94367,-0.0822687,4
1794,368501,66,38,24,0.464576,-0.837205,5
1795,76984,163,141,118,0.483164,-0.617653,5
1796,220370,61,47,12,0.825397,0.198413,3
1797,85942,131,99,74,0.0632111,0.489886,1
1798,79913,210,114,40,0.590399,-0.0919473,3
1799,211304,155,155,155,-0.0634921,-0.0396825,0
1800,35769,146,141,111,0.0714286,0.388889,1
1801,97091,121,75,59,0.396825,-0.349206,6
1802,88740,64,64,64,-0.125661,-0.648148,2
1803,275886,173,169,166,0.860767,-0.347327,6
1804,244943,245,248,253,0.166667,0.809524,1
1805,244421,223,192,137,0.587766,0.348675,3
1806,163220,180,146,118,-0.324235,-0.764615,2
1807,16249,55,59,45,0.730739,0.125823,7
1808,315891,35,35,47,0.0793651,0.769841,1
1809,275867,8,4,0,0.758842,-0.181008,4
1810,156268,147,48,6,0.690476,-0.34127,6
1811,241340,23,18,12,0.746032,-0.611111,7
1812,317468,45,56,24,0.648471,0.522648,3
1813,66291,103,108,111,-0.309524,-0.738095,2
1814,203792,35,39,113,0.607121,-0.537983,7
1815,179615,27,26,22,0.0,-0.0132275,0
1816,397291,77,76,71,0.793651,0.416183,3
1817,265868,121,112,103,0.571041,-0.358111,6
1818,303174,0,0,0,0.459737,-0.667828,6
1819,66069,41,41,41,0.773235,-0.0995253,4
1820,64521,22,20,25,0.759144,0.159593,3
1821,384743,255,255,250,0.788547,0.21819,3
1822,279613,68,54,45,0.498339,-0.437934,7
1823,49265,64,55,58,0.83831,0.07273,3
1824,86346,74,43,40,0.0862664,0.664251,1
1825,85367,2,2,4,-0.207039,-0.672878,2
1826,60952,197,183,172,0.404762,-0.896825,5
1827,289901,190,197,181,0.285521,-0.0532327,4
1828,335757,90,46,35,0.68254,-0.626984,7
1829,49403,127,97,99,-0.492063,-0.698413,2
1830,92108,81,148,203,0.329075,-0.304878,7
1831,262164,20,17,24,0.469415,-0.769454,5
1832,171308,58,61,80,-0.0387147,-0.0241967,0
1833,256345,13,7,9,-0.41561,-0.176106,0
1834,392333,1,3,2,0.658149,0.246806,3
1835,372908,151,19,4,0.822687,-0.0629113,4
1836,234130,207,206,220,0.00431332,0.0,0
1837,238010,181,181,181,0.130662,0.754936,1
1838,65279,56,73,65,0.79199,-0.169356,4
1839,302865,11,43,30,-0.134921,-0.412698,2
1840,122920,28,10,6,-0.401665,-0.667828,2
1841,333470,7,3,4,0.031746,0.031746,0
1842,122866,210,205,173,-0.263012,-0.629845,2
1843,113482,38,34,33,0.0238095,0.531746,1
1844,146258,207,205,208,0.65331,-0.711382,7
1845,379847,28,22,24,0.720899,0.05291,3
1846,107346,2,2,10,0.58072,-0.36295,6
1847,317276,184,164,114,0.642857,-0.642857,7
1848,73346,15,14,10,0.452381,-0.873016,5
1849,2220,207,204,195,-0.0714286,0.0634921,0
1850,305565,0,0,0,-0.372629,-0.754936,2
1851,264247,11,11,11,-0.0396825,0.047619,0
1852,374806,170,172,159,0.744991,-0.458069,7
1853,36622,31,23,12,0.837547,-0.0737463,4
1854,186342,255,255,255,0.795407,-0.184366,4
1855,235818,150,111,130,0.396825,0.087108,3
1856,406595,46,47,51,0.460317,-0.666667,5
1857,347895,22,22,22,-0.0215666,0.01294,0
1858,326692,206,198,179,-0.10352,-0.452899,2
1859,91670,102,84,80,0.666667,-0.65873,7
1860,107615,136,180,215,-0.333333,-0.880952,2
1861,90515,70,20,9,0.741891,0.194099,3
1862,144011,252,255,253,0.473406,-0.75188,5
1863,276747,125,119,83,0.388889,-0.198413,6
1864,369618,108,100,111,0.523809,0.198413,3
1865,195499,254,254,254,0.349206,0.84127,1
1866,310585,63,120,189,0.163295,0.516224,1
1867,75623,152,131,104,0.445219,-0.391986,7
1868,72542,45,37,26,-0.134921,-0.365079,2
1869,81724,218,219,213,0.177154,0.496032,1
1870,333057,174,166,155,0.447745,-0.674252,6
1871,362056,45,49,50,-0.00483933,0.00483933,0
1872,316037,184,165,135,0.624406,-0.544465,6
1873,8229,154,146,143,-0.333333,-0.611111,2
1874,409720,82,90,92,0.56126,-0.750025,5
1875,312866,27,29,26,0.333333,-0.198413,6
1876,74858,22,41,71,0.837547,-0.0474083,3
1877,389816,104,167,146,0.0,0.00862664,0
1878,20198,30,16,5,0.609756,-0.169377,7
1879,305107,149,111,88,0.441973,-0.71286,6
1880,80791,161,182,143,0.552899,0.333732,3
1881,180966,54,56,81,0.396825,-0.888889,5
1882,232494,186,176,184,0.300039,-0.36295,6
1883,373209,8,6,7,0.014518,0.808169,1
1884,20157,179,159,134,0.174306,0.511793,1
1885,404264,178,168,166,0.0,0.539683,1
1886,264355,0,0,0,0.198413,-0.547619,6
1887,127896,171,143,139,0.704333,-0.0918695,4
1888,38667,211,208,203,0.724638,-0.379572,6
1889,200452,254,254,254,-0.0172846,-0.00864229,0
1890,17611,38,35,30,0.179098,-0.43721,0
1891,361676,244,244,244,0.746032,-0.428571,6
1892,43607,107,79,67,0.603175,-0.626984,7
1893,295955,255,255,255,0.667828,-0.662989,7
1894,165326,64,67,74,0.442918,-0.764843,5
1895,362048,249,226,184,0.0,0.18254,0
1896,206214,41,29,31,0.277778,0.873016,1
1897,143462,38,23,16,0.737199,-0.41841,6
1898,165122,30,29,35,0.769841,0.18254,3
1899,270003,153,113,77,0.206349,0.698413,1
1900,63387,247,232,191,0.734956,0.114837,3
1901,6611,169,165,162,0.478487,-0.761752,5
1902,396311,106,106,106,0.65331,-0.658149,7
1903,333560,185,179,165,0.208091,0.856562,1
1904,176399,19,24,28,0.767004,-0.136116,4
1905,357388,108,77,56,-0.015873,0.134921,0
1906,117674,146,135,105,0.687185,0.0483933,3
1907,259821,223,218,215,0.865172,0.0968992,3
1908,77154,51,62,48,-0.233342,-0.933368,2
1909,37958,66,105,110,0.800674,-0.0895491,4
1910,131876,0,5,7,0.888889,-0.388889,6
1911,66678,10,9,15,0.896825,-0.277778,4
1912,412696,113,86,65,-0.0396825,0.047619,0
1913,259807,85,49,33,0.904762,0.246032,3
1914,145166,46,21,14,0.692025,-0.585559,7
1915,270262,51,24,41,0.341371,-0.730274,5
1916,321102,206,164,122,0.789942,0.304109,3
1917,195904,13,13,13,0.658398,-0.650743,7
1918,136254,84,54,20,0.0156642,0.634399,1
1919,381347,123,123,123,-0.103175,-0.031746,0
1920,343043,130,96,61,0.484496,-0.747508,5
1921,168843,193,169,131,-0.103175,0.698413,1
1922,155689,54,45,36,0.251645,-0.029036,3
1923,98310,17,13,27,0.816477,-0.0737463,3
1924,82501,73,74,6,0.67952,-0.642646,7
1925,105633,226,174,114,-0.108696,0.491718,1
1926,261913,97,91,95,-0.0388199,-0.00431332,0
1927,220403,224,224,224,0.648471,-0.633953,7
1928,298532,156,156,168,0.65873,-0.642857,5
1929,3164,148,121,100,0.788811,-0.0774293,4
1930,301003,5,5,5,0.809524,-0.126984,4
1931,62710,209,195,169,0.00793651,0.015873,0
1932,33846,97,173,199,0.254035,0.567842,1
1933,126516,37,41,42,0.777189,0.252131,3
1934,22389,88,99,105,-0.285714,-0.65873,2
1935,82074,183,169,132,0.674374,0.323424,3
1936,157294,180,94,77,-0.412882,-0.19956,0
1937,262497,165,32,51,0.404762,-0.904762,5
1938,69229,245,198,144,0.319396,-0.0919473,5
1939,38389,109,83,86,-0.101718,0.011302,0
1940,290428,36,34,47,0.695018,-0.584916,6
1941,197793,161,174,165,0.487329,-0.724032,5
1942,149513,240,240,240,0.319396,-0.285521,7
1943,106713,89,67,46,0.479351,-0.732195,6
1944,272294,121,119,107,0.873016,-0.436508,6
1945,105477,128,100,53,-0.105352,0.848083,1
1946,36947,174,174,164,0.707384,-0.616805,7
1947,347323,44,56,36,0.789037,0.325305,3
1948,118781,180,134,111,-0.111305,0.633953,1
1949,349679,248,248,250,0.310788,-0.373999,0
1950,255294,4,4,4,0.626762,-0.563715,7
1951,216996,127,86,66,-0.457476,-0.275525,2
1952,174575,134,117,107,0.627775,-0.623947,7
1953,46107,59,13,13,0.597729,0.308826,3
1954,306023,13,4,5,0.823179,-0.533662,6
1955,35468,70,10,9,0.750097,0.0483933,3
1956,347223,80,80,80,0.270887,-0.399202,0
1957,370675,231,199,140,0.746032,-0.142857,4
1958,38743,143,145,157,0.198413,-0.507936,6
1959,299868,5,4,0,0.460317,-0.68254,5
1960,8766,200,201,203,-0.178915,0.708781,1
1961,251605,44,13,8,0.648471,-0.600077,7
1962,378033,120,104,91,0.515873,0.126984,3
1963,96757,253,255,254,-0.0237663,-0.00648172,0
1964,139244,9,8,13,0.18759,0.51948,1
1965,71455,7,25,35,0.722222,-0.0714286,4
1966,230837,86,86,86,-0.189633,-0.384534,0
1967,244852,12,12,12,0.746032,-0.365079,6
1968,305836,131,116,119,0.793651,0.150794,3
1969,354365,55,54,52,-0.047619,-0.0555556,0
1970,70014,67,103,139,0.686912,-0.0981304,4
1971,326034,95,72,66,0.65753,-0.643688,7
1972,19847,35,24,30,0.436508,-0.896825,5
1973,230440,159,159,159,0.619435,-0.590399,7
1974,354451,154,100,66,0.0,0.00783208,0
1975,12907,26,56,66,0.672445,-0.518031,7
1976,162853,217,194,176,0.508972,-0.219979,6
1977,220294,108,91,73,0.460317,-0.65873,5
1978,94123,23,19,8,0.861401,0.00967867,3
1979,99242,231,222,207,-0.00793651,0.555556,1
1980,404657,83,73,81,0.420635,-0.238095,6
1981,78618,134,97,89,0.174603,0.936508,1
1982,202422,127,139,139,-0.210704,0.310788,0
1983,187960,37,34,29,0.672878,-0.638371,7
1984,51742,178,183,223,-0.426675,-0.173831,0
1985,122487,105,76,60,0.377468,-0.324235,7
1986,102607,242,238,235,-0.0634921,0.896825,1
1987,166423,234,203,146,0.444444,-0.674603,5
1988,43706,203,153,144,0.436508,-0.690476,5
1989,342994,16,19,24,0.642857,0.150794,3
1990,220978,222,196,195,-0.014518,-0.00967867,0
1991,86243,12,6,10,0.745257,-0.532327,6
1992,42913,236,236,236,0.605867,-0.545635,7
1993,136542,219,149,89,0.126422,-0.368732,0
1994,19953,163,104,88,0.595238,-0.561363,7
1995,321786,91,88,43,0.015873,0.0,0
1996,24680,102,51,22,0.611111,-0.0793651,4
1997,275910,132,119,110,0.444444,-0.880952,5
1998,24936,170,158,146,0.420635,-0.873016,5
1999,319073,71,46,42,0.634921,-0.611111,7
2000,348297,4,0,0,0.388035,-0.0640446,3
2001,38749,255,255,255,0.984127,-0.0714286,4
2002,216870,34,14,3,0.436508,-0.809524,5
2003,272858,20,22,17,0.613497,-0.219106,4
2004,346023,77,64,55,0.146653,-0.0431332,0
2005,234203,26,16,17,0.0344511,0.708161,1
2006,184869,1,0,5,-0.278015,-0.719989,2
2007,6525,139,78,47,0.469415,-0.779133,7
2008,54597,255,255,248,0.808055,-0.473166,6
2009,330522,79,47,22,0.343593,0.0677507,3
2010,202686,52,12,62,0.26338,-0.326591,0
2011,79431,227,215,199,0.505689,-0.753266,5
2012,12668,126,142,131,0.20072,-0.408361,0
2013,289461,251,251,251,0.851723,0.430701,3
2014,314865,172,172,172,0.00431332,0.0172533,0
2015,90970,183,171,149,-0.119048,-0.047619,0
2016,207581,92,117,121,0.638792,-0.348432,6
2017,131895,225,211,198,-0.295999,-0.948492,2
2018,96271,29,30,34,0.754936,0.300039,3
2019,191126,51,74,92,0.571429,-0.388889,5
2020,209765,58,78,53,0.603175,-0.0873016,4
2021,341192,232,249,239,0.162576,0.902035,1
2022,236823,144,116,104,0.470831,-0.750268,5
2023,100930,52,51,49,0.662989,-0.65331,7
2024,42459,223,238,199,-0.147493,-0.347661,0
2025,363442,116,109,91,0.420635,-0.753968,5
2026,118470,236,219,89,-0.413413,-0.325371,2
2027,148837,83,66,50,-0.333333,-0.857143,2
2028,49478,7,5,6,0.803329,-0.454897,6
2029,145073,184,149,129,-0.0952381,0.761905,1
2030,173722,213,219,215,0.489886,-0.742731,6
2031,156782,24,8,8,0.0634921,-0.0238095,0
2032,214182,115,112,107,0.396825,-0.14518,5
2033,101457,91,162,182,0.795384,0.168954,3
2034,319222,209,170,129,-0.410872,0.158028,0
2035,45262,254,229,188,-0.106465,0.241967,0
2036,92965,41,16,12,0.15873,0.873016,1
2037,36615,43,24,10,0.707238,0.0629216,3
2038,336818,210,194,194,0.783972,-0.150019,4
2039,139907,153,153,153,-0.174603,-0.333333,2
2040,394485,96,93,104,0.197239,-0.408566,0
2041,394775,27,19,17,0.826826,0.252641,3
2042,361926,58,77,47,0.912698,-0.111111,4
2043,361659,96,59,41,0.0555556,0.396825,1
2044,396615,123,102,83,0.468254,-0.769841,5
2045,151423,174,174,174,-0.258799,-0.741891,2
2046,411716,91,92,61,0.00967867,-0.00483933,0
2047,38125,5,3,8,0.716221,-0.556523,3
2048,187537,211,194,174,0.0526759,0.54783,1
2049,240306,52,35,41,0.498107,-0.114565,4
2050,226015,21,13,10,0.851723,0.101626,3
2051,229983,181,189,192,0.833333,-0.103175,4
2052,361881,145,145,145,-0.0629113,-0.493612,2
2053,191105,255,255,255,0.626984,-0.65873,7
2054,281567,134,93,49,0.542937,0.358637,3
2055,206611,254,254,254,0.619435,-0.271003,6
2056,93211,34,25,16,-0.468254,-0.309524,2
2057,44810,50,39,21,-0.238095,-0.849206,2
2058,11833,118,118,118,0.66022,0.239135,3
2059,133419,153,177,117,0.84127,0.190476,3
2060,273775,96,67,63,0.673559,-0.616124,7
2061,259021,159,187,224,0.468254,-0.666667,5
2062,87682,216,216,214,0.84127,0.214286,3
2063,314260,98,46,25,-0.159698,-0.0919473,0
2064,318864,37,23,12,0.324235,-0.890437,5
2065,248473,83,67,51,0.473202,-0.283921,6
2066,142587,0,0,0,-0.224148,-0.861725,2
2067,80000,14,14,12,-0.361533,-0.624935,2
2068,121216,70,70,70,0.904762,-0.0873016,4
2069,323152,153,178,200,-0.34127,-0.325397,2
2070,371506,135,126,121,0.426675,-0.737463,6
2071,68560,24,27,20,-0.421407,-0.163295,0
2072,343312,243,55,80,0.21777,0.803329,1
2073,100082,66,66,66,0.0952381,0.833333,1
2074,283545,170,148,125,0.479351,-0.742731,5
2075,243711,80,176,174,0.83682,-0.493126,6
2076,226510,148,122,107,-0.239091,-0.891612,2
2077,276371,126,136,148,0.126984,-0.484127,6
2078,387943,88,80,78,0.769454,-0.483933,6
2079,191619,255,255,255,0.696864,0.619435,1
2080,192351,40,40,50,0.498451,-0.445219,7
2081,4969,10,10,10,0.374298,-0.129965,4
2082,206652,146,123,105,0.405452,-0.15528,6
2083,144410,77,77,75,0.0387147,0.377468,1
2084,239914,68,29,12,0.565045,0.159593,3
2085,254741,117,120,129,0.822687,0.372629,3
2086,114165,254,254,242,0.982385,-0.0241967,4
2087,96547,205,194,162,-0.23411,-0.69735,2
2088,297658,52,73,92,0.750097,-0.21777,3
2089,262421,109,67,43,0.195223,0.792375,1
2090,297284,58,68,57,0.420635,-0.738095,5
2091,300896,3,3,3,0.0,-0.0038279,0
2092,104470,57,43,43,0.015873,0.00793651,0
2093,340432,117,98,84,0.5,-0.793651,5
2094,295874,139,157,169,-0.357395,-0.548676,2
2095,167867,83,106,137,0.690476,-0.119048,3
2096,398804,97,80,70,-0.0915751,0.718512,1
2097,295055,91,74,58,0.811209,-0.168563,4
2098,352156,82,83,77,0.5,0.198413,7
2099,300137,13,27,27,0.668564,0.15528,3
2100,135866,215,192,178,0.560732,0.112146,3
2101,207803,1,3,0,0.242794,-0.454261,5
2102,76756,28,18,8,0.323499,0.0603865,3
2103,289660,255,253,255,0.297619,0.0388199,3
2104,93319,211,100,143,0.895491,0.184366,3
2105,338845,195,194,189,0.396825,-0.159698,5
2106,17952,171,166,163,0.779604,-0.13169,4
2107,109753,229,186,91,0.642857,-0.619048,7
2108,400981,34,44,54,0.642857,-0.642857,7
2109,59080,155,155,153,-0.0952381,-0.293651,2
2110,400828,144,135,130,0.414079,-0.172533,6
2111,16257,144,110,62,0.658149,-0.479094,5
2112,285382,249,245,246,0.404027,-0.792931,5
2113,254212,96,78,42,0.507936,0.00793651,3
2114,2438,118,82,46,-0.0714286,-0.047619,0
2115,96263,140,163,177,0.87108,-0.0967867,4
2116,25531,14,19,0,-0.261324,-0.687185,2
2117,414795,51,40,46,-0.380952,-0.833333,2
2118,103135,9,26,10,0.705858,-0.579435,6
2119,183483,3,3,3,0.849206,0.428571,3
2120,330120,183,182,161,0.185809,0.775646,1
2121,338054,114,73,69,0.674603,-0.333333,6
2122,193664,255,248,251,0.505689,-0.747998,5
2123,320220,4,9,3,-0.191327,-0.361395,0
2124,222843,255,255,255,0.058072,0.512969,1
2125,329041,144,120,96,0.404762,-0.690476,5
2126,321134,192,164,143,-0.158028,-0.431943,0
2127,89389,244,247,254,0.205499,-0.418084,0
2128,389189,5,5,5,-0.00793651,0.0238095,0
2129,98323,155,143,145,-0.00793651,0.015873,0
2130,326549,35,26,21,0.690476,-0.373016,6
2131,83848,155,142,125,0.758533,0.28445,3
2132,273351,250,134,75,0.414079,0.366632,3
2133,60102,15,15,13,0.761905,-0.142857,4
2134,108414,194,175,168,0.01294,-0.0215666,0
2135,1086,64,50,39,0.047619,-0.0873016,0
2136,388404,207,205,206,-0.231774,-0.758533,2
2137,341760,25,20,17,0.556078,-0.109649,4
2138,388187,226,211,190,0.189633,-0.405605,0
2139,205865,115,115,113,-0.190476,-0.571429,2
2140,44741,77,70,62,0.126094,-0.337487,5
2141,268690,255,255,255,0.435645,0.0905797,3
2142,390034,99,100,105,0.460317,-0.642857,5
2143,156993,134,156,118,0.658149,-0.0387147,4
2144,269277,132,111,106,0.087108,0.866241,1
2145,280351,55,51,50,0.0238095,-0.015873,0
2146,340276,243,255,255,0.530256,0.0363901,3
2147,243549,169,156,148,0.031746,-0.0555556,0
2148,163215,213,175,128,-0.124927,0.712816,1
2149,167313,5,5,5,-0.302902,-0.725556,2
2150,295880,100,100,100,0.642857,-0.626984,7
2151,401199,160,114,81,0.420635,-0.52381,6
2152,116840,255,238,217,0.874421,-0.0632111,3
2153,138027,6,6,6,-0.0421069,-0.593324,2
2154,195227,35,26,29,0.856562,-0.372629,6
2155,98022,88,68,61,0.0,0.0238095,0
2156,168643,118,102,69,0.662989,-0.638792,7
2157,55034,99,104,108,-0.382128,0.139624,0
2158,274579,61,41,53,0.440379,-0.788811,5
2159,270463,4,4,4,0.483933,-0.440379,7
2160,393188,240,240,240,0.619048,-0.650794,7
2161,327645,128,118,117,0.0677507,0.745257,1
2162,153431,0,2,1,0.439959,-0.750518,5
2163,126457,214,221,237,0.734127,-0.10582,4
2164,330819,34,36,33,0.485986,-0.681887,5
2165,66466,38,28,18,0.677191,-0.336439,6
2166,376378,45,48,41,0.141632,0.692849,1
2167,390813,130,115,82,0.658149,-0.609756,7
2168,333086,1,1,1,0.0948167,-0.352929,0
2169,225505,6,6,4,0.613603,-0.129634,4
2170,298462,216,217,221,0.291677,0.870711,1
2171,173461,30,31,26,0.705858,-0.489886,6
2172,210326,36,23,15,0.150794,-0.18254,6
2173,246,59,52,24,-0.0193573,0.0,0
2174,350194,174,146,98,0.00793651,0.555556,1
2175,324729,241,217,205,0.854037,-0.0905797,4
2176,24031,181,148,107,0.094893,0.776397,1
2177,297617,0,2,1,0.737199,-0.154413,4
2178,157973,18,33,26,-0.1843,-0.921498,2
2179,364526,16,19,24,0.126984,-0.563492,6
2180,148823,255,255,253,0.120983,0.735579,1
2181,316297,141,112,82,0.115887,0.500421,1
2182,25254,59,42,26,-0.23411,-0.831839,2
2183,292671,211,216,219,0.861401,0.0483933,3
2184,323545,77,67,68,-0.222222,-0.444444,2
2185,319122,190,198,247,0.682346,0.304878,3
2186,411442,13,8,5,-0.174216,0.488773,1
2187,298050,205,208,189,0.474255,-0.459737,7
2188,382901,49,39,38,0.793651,-0.111111,4
2189,183249,20,24,23,0.0,0.0,0
2190,164593,61,52,43,0.411343,-0.150019,3
2191,269286,43,23,14,-0.0172533,0.0,0
2192,264296,31,17,16,0.634058,-0.0690131,4
2193,60872,94,84,83,0.120983,-0.00967867,0
2194,198215,126,126,126,-0.420635,-0.15873,2
2195,254376,230,223,215,0.626984,-0.626984,7
2196,305944,189,240,255,-0.238095,-0.944444,2
2197,30243,160,156,153,0.785714,-0.134921,4
2198,396606,3,110,214,0.0967867,0.822687,1
2199,145999,50,1,7,0.727513,0.191799,3
2200,297054,123,117,95,-0.00864229,0.0,0
2201,43007,1,0,12,-0.047619,-0.0396825,0
2202,209117,123,95,83,0.0,0.619048,1
2203,391143,203,203,203,0.500345,0.138026,3
2204,182010,18,25,17,0.806934,-0.119546,4
2205,280669,77,72,76,0.67952,-0.632111,7
2206,238751,250,240,181,0.469415,-0.759775,5
2207,85666,120,109,87,-0.210704,-0.716393,2
2208,219312,41,33,30,-0.445219,-0.856562,2
2209,102028,15,1,1,0.422705,-0.176846,6
2210,358153,67,35,24,0.444444,-0.674603,5
2211,94977,167,115,75,0.246032,0.428571,1
2212,67361,5,5,5,0.666667,-0.0873016,4
2213,118952,46,39,20,0.07259,-0.058072,0
2214,23324,135,100,70,-0.256485,-0.793651,2
2215,264054,221,162,102,0.479094,-0.43554,7
2216,233239,30,30,30,0.648471,-0.687185,7
2217,51757,146,126,63,0.199601,-0.370687,0
2218,408280,45,93,7,0.373016,-0.920635,5
2219,19146,209,172,163,0.722222,-0.531746,6
2220,146041,77,50,43,0.50813,-0.043554,3
2221,27521,32,25,19,-0.0570288,0.791275,1
2222,220165,120,106,59,0.74644,-0.111009,4
2223,294550,20,36,98,0.873016,-0.166667,4
2224,408886,2,2,2,0.459663,-0.800537,5
2225,244860,249,213,199,-0.214286,-0.396825,2
2226,317105,97,56,28,0.84127,0.261905,3
2227,152447,50,66,37,-0.21819,-0.666054,2
2228,269091,23,21,22,0.492063,-0.642857,5
2229,371237,54,51,42,-0.01294,0.00862664,0
2230,192297,98,67,46,-0.0038279,-0.0038279,0
2231,18774,28,136,226,0.888889,-0.031746,4
2232,247156,40,30,21,-0.294985,-0.863885,2
2233,28137,49,55,41,0.0677507,0.571041,1
2234,165997,110,110,110,0.440379,-0.730739,5
2235,355718,34,4,4,0.542562,-0.753266,5
2236,224965,128,84,57,-0.400368,-0.821995,2
2237,375669,254,254,254,-0.110619,-0.30552,0
2238,409161,37,41,27,0.404762,-0.880952,5
2239,7029,84,59,63,0.682346,-0.609756,7
2240,17998,115,95,96,0.577804,-0.338713,6
2241,350087,49,42,36,0.577985,0.146653,3
2242,52573,26,27,22,0.486129,-0.773485,5
2243,373889,245,245,255,0.522648,-0.450058,7
2244,213912,48,32,19,0.650794,-0.5,6
2245,258439,220,186,161,-0.245859,-0.716011,2
2246,130244,242,242,242,0.336779,-0.140977,7
2247,8123,81,54,43,0.745257,-0.0967867,4
2248,343353,132,117,150,0.662989,-0.662989,7
2249,325107,25,20,17,0.483092,-0.207039,6
2250,178847,208,207,223,0.135501,0.788811,1
2251,247148,24,23,18,0.876669,-0.1843,4
2252,178924,28,13,6,0.492063,-0.285714,6
2253,297582,82,60,47,0.474083,-0.732195,5
2254,132639,2,6,5,0.861401,-0.203252,4
2255,235278,102,88,61,0.458042,-0.138277,4
2256,365732,227,213,174,-0.227449,-0.314557,0
2257,142052,42,46,11,-0.112708,0.669203,1
2258,27574,182,189,215,0.582785,0.388524,3
2259,99808,74,73,69,0.873016,-0.0634921,3
2260,316211,101,115,124,0.65873,0.119048,3
2261,243121,24,49,79,0.677966,-0.383374,6
2262,42022,2,2,2,0.507936,-0.587302,5
2263,59975,250,249,219,0.556523,0.174216,3
2264,165687,153,169,159,0.18315,-0.3663,0
